DFHG urns, CITE urns
urn:lofts:fhg.stesimbrotus_thasius.stesimbroti_thasii_fragmenta.de_initiis:14,urn:cite:lofts:fhg.stesimbrotus_thasius:14
urn:lofts:fhg.stesimbrotus_thasius.stesimbroti_thasii_fragmenta.de_initiis:15,urn:cite:lofts:fhg.stesimbrotus_thasius:15
urn:lofts:fhg.stesimbrotus_thasius.stesimbroti_thasii_fragmenta.de_initiis:16,urn:cite:lofts:fhg.stesimbrotus_thasius:16
urn:lofts:fhg.stesimbrotus_thasius.stesimbroti_thasii_fragmenta.de_initiis:17,urn:cite:lofts:fhg.stesimbrotus_thasius:17
urn:lofts:fhg.stesimbrotus_thasius.stesimbroti_thasii_fragmenta.de_homero:18,urn:cite:lofts:fhg.stesimbrotus_thasius:18
urn:lofts:fhg.stesimbrotus_thasius.stesimbroti_thasii_fragmenta.de_homero:18,urn:cite:lofts:fhg.stesimbrotus_thasius:18
urn:lofts:fhg.stesimbrotus_thasius.stesimbroti_thasii_fragmenta.de_homero:18,urn:cite:lofts:fhg.stesimbrotus_thasius:18
urn:lofts:fhg.stesimbrotus_thasius.stesimbroti_thasii_fragmenta.de_homero:18,urn:cite:lofts:fhg.stesimbrotus_thasius:18
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.collectio:1,urn:cite:lofts:fhg.hippias_eleus:1
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.olympionicarum_recensus:2,urn:cite:lofts:fhg.hippias_eleus:2
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.nomina_gentium:3,urn:cite:lofts:fhg.hippias_eleus:3
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.nomina_gentium:4,urn:cite:lofts:fhg.hippias_eleus:4
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.nomina_gentium:4,urn:cite:lofts:fhg.hippias_eleus:4
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.nomina_gentium:5,urn:cite:lofts:fhg.hippias_eleus:5
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.nomina_gentium:6,urn:cite:lofts:fhg.hippias_eleus:6
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.nomina_gentium:7,urn:cite:lofts:fhg.hippias_eleus:7
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.nomina_gentium:8,urn:cite:lofts:fhg.hippias_eleus:8
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.nomina_gentium:9,urn:cite:lofts:fhg.hippias_eleus:9
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.nomina_gentium:10,urn:cite:lofts:fhg.hippias_eleus:10
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.nomina_gentium:11,urn:cite:lofts:fhg.hippias_eleus:11
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.nomina_gentium:12,urn:cite:lofts:fhg.hippias_eleus:12
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.nomina_gentium:13,urn:cite:lofts:fhg.hippias_eleus:13
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.nomina_gentium:14,urn:cite:lofts:fhg.hippias_eleus:14
urn:lofts:fhg.hippias_eleus.hippiae_elei_fragmenta.nomina_gentium:15,urn:cite:lofts:fhg.hippias_eleus:15
urn:lofts:fhg.damastes_sigeensis.damastis_sigeensis_fragmenta.de_gentibus:1,urn:cite:lofts:fhg.damastes_sigeensis:1
urn:lofts:fhg.damastes_sigeensis.damastis_sigeensis_fragmenta.de_gentibus:2,urn:cite:lofts:fhg.damastes_sigeensis:2
urn:lofts:fhg.damastes_sigeensis.damastis_sigeensis_fragmenta.de_gentibus:3,urn:cite:lofts:fhg.damastes_sigeensis:3
urn:lofts:fhg.damastes_sigeensis.damastis_sigeensis_fragmenta.de_gentibus:4,urn:cite:lofts:fhg.damastes_sigeensis:4
urn:lofts:fhg.damastes_sigeensis.damastis_sigeensis_fragmenta.de_gentibus:5,urn:cite:lofts:fhg.damastes_sigeensis:5
urn:lofts:fhg.damastes_sigeensis.damastis_sigeensis_fragmenta.de_gentibus:6,urn:cite:lofts:fhg.damastes_sigeensis:6
urn:lofts:fhg.damastes_sigeensis.damastis_sigeensis_fragmenta.chronica:7,urn:cite:lofts:fhg.damastes_sigeensis:7
urn:lofts:fhg.damastes_sigeensis.damastis_sigeensis_fragmenta.chronica:8,urn:cite:lofts:fhg.damastes_sigeensis:8
urn:lofts:fhg.damastes_sigeensis.damastis_sigeensis_fragmenta.de_rerum_inventoribus:9,urn:cite:lofts:fhg.damastes_sigeensis:9
urn:lofts:fhg.damastes_sigeensis.damastis_sigeensis_fragmenta.de_poetis_et_sophistis:10,urn:cite:lofts:fhg.damastes_sigeensis:10
urn:lofts:fhg.damastes_sigeensis.damastis_sigeensis_fragmenta.de_poetis_et_sophistis:10,urn:cite:lofts:fhg.damastes_sigeensis:10
urn:lofts:fhg.anaximander_milesius.anaximandri_milesii_fragmenta.heroologia:1,urn:cite:lofts:fhg.anaximander_milesius:1
urn:lofts:fhg.anaximander_milesius.anaximandri_milesii_fragmenta.heroologia:2,urn:cite:lofts:fhg.anaximander_milesius:2
urn:lofts:fhg.anaximander_milesius.anaximandri_milesii_fragmenta.heroologia:3,urn:cite:lofts:fhg.anaximander_milesius:3
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.lacedaemoniorum_respublica:1,urn:cite:lofts:fhg.critias_atheniensis:1
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.lacedaemoniorum_respublica:2,urn:cite:lofts:fhg.critias_atheniensis:2
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.lacedaemoniorum_respublica:2,urn:cite:lofts:fhg.critias_atheniensis:2
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.lacedaemoniorum_respublica:3,urn:cite:lofts:fhg.critias_atheniensis:3
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.lacedaemoniorum_respublica:3,urn:cite:lofts:fhg.critias_atheniensis:3
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.lacedaemoniorum_respublica:4,urn:cite:lofts:fhg.critias_atheniensis:4
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.lacedaemoniorum_respublica:5,urn:cite:lofts:fhg.critias_atheniensis:5
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.lacedaemoniorum_respublica:6,urn:cite:lofts:fhg.critias_atheniensis:6
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.thessalorum_respublica:7,urn:cite:lofts:fhg.critias_atheniensis:7
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.atheniensium_respublica:8,urn:cite:lofts:fhg.critias_atheniensis:8
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.atheniensium_respublica:9,urn:cite:lofts:fhg.critias_atheniensis:9
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.atheniensium_respublica:9,urn:cite:lofts:fhg.critias_atheniensis:9
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.atheniensium_respublica:10,urn:cite:lofts:fhg.critias_atheniensis:10
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.atheniensium_respublica:11,urn:cite:lofts:fhg.critias_atheniensis:11
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.atheniensium_respublica:12,urn:cite:lofts:fhg.critias_atheniensis:12
urn:lofts:fhg.critias_atheniensis.critiae_atheniensis_fragmenta.atheniensium_respublica:13,urn:cite:lofts:fhg.critias_atheniensis:13
urn:lofts:fhg.themistogenes_syracusanus:,urn:cite:lofts:fhg.themistogenes_syracusanus:
urn:lofts:fhg.sophaenetus_stymphalius.sophaeneti_stymphalii_fragmenta.cyri_anabasis:1,urn:cite:lofts:fhg.sophaenetus_stymphalius:1
urn:lofts:fhg.sophaenetus_stymphalius.sophaeneti_stymphalii_fragmenta.cyri_anabasis:2,urn:cite:lofts:fhg.sophaenetus_stymphalius:2
urn:lofts:fhg.sophaenetus_stymphalius.sophaeneti_stymphalii_fragmenta.cyri_anabasis:3,urn:cite:lofts:fhg.sophaenetus_stymphalius:3
urn:lofts:fhg.sophaenetus_stymphalius.sophaeneti_stymphalii_fragmenta.cyri_anabasis:4,urn:cite:lofts:fhg.sophaenetus_stymphalius:4
urn:lofts:fhg.cratippus.cratippi_fragmenta:1,urn:cite:lofts:fhg.cratippus:1
urn:lofts:fhg.cratippus.cratippi_fragmenta:2,urn:cite:lofts:fhg.cratippus:2
urn:lofts:fhg.cratippus.cratippi_fragmenta:3,urn:cite:lofts:fhg.cratippus:3
urn:lofts:fhg.aristippus_cyrenaeus:,urn:cite:lofts:fhg.aristippus_cyrenaeus:
urn:lofts:fhg.dionysius_tyrannus:,urn:cite:lofts:fhg.dionysius_tyrannus:
urn:lofts:fhg.hermias_methymnaeus.hermiae_methymnaei_fragmenta.sicula.e_libro_tertio:1,urn:cite:lofts:fhg.hermias_methymnaeus:1
urn:lofts:fhg.hermias_methymnaeus.hermiae_methymnaei_fragmenta.de_apolline_gryneo.e_libro_secundo:2,urn:cite:lofts:fhg.hermias_methymnaeus:2
urn:lofts:fhg.hermias_methymnaeus.hermiae_methymnaei_fragmenta.periegesis:3,urn:cite:lofts:fhg.hermias_methymnaeus:3
urn:lofts:fhg.athanas_syracusanus.athanae_syracusani_fragmenta.sicula.e_libro_primo:1,urn:cite:lofts:fhg.athanas_syracusanus:1
urn:lofts:fhg.athanas_syracusanus.athanae_syracusani_fragmenta.sicula.e_libro_primo:2,urn:cite:lofts:fhg.athanas_syracusanus:2
urn:lofts:fhg.athanas_syracusanus.athanae_syracusani_fragmenta.sicula.e_libro_primo:3,urn:cite:lofts:fhg.athanas_syracusanus:3
urn:lofts:fhg.timonides_leucadius.timonidis_leucadii_fragmenta.de_rebus_dionis:1,urn:cite:lofts:fhg.timonides_leucadius:1
urn:lofts:fhg.timonides_leucadius.timonidis_leucadii_fragmenta.de_rebus_dionis:2,urn:cite:lofts:fhg.timonides_leucadius:2
urn:lofts:fhg.timonides_leucadius.timonidis_leucadii_fragmenta.de_rebus_dionis:3,urn:cite:lofts:fhg.timonides_leucadius:3
urn:lofts:fhg.dionysodorus_boeotus:,urn:cite:lofts:fhg.dionysodorus_boeotus:
urn:lofts:fhg.anaxis_boeotus:,urn:cite:lofts:fhg.anaxis_boeotus:
urn:lofts:fhg.zoilus_amphipolita:,urn:cite:lofts:fhg.zoilus_amphipolita:
urn:lofts:fhg.cephisodorus.cephisodori_fragmenta.de_historia_belli_sacri.liber_duodecimus:1,urn:cite:lofts:fhg.cephisodorus:1
urn:lofts:fhg.cephisodorus.cephisodori_fragmenta.de_historia_belli_sacri.liber_duodecimus:1,urn:cite:lofts:fhg.cephisodorus:1
urn:lofts:fhg.demophilus:,urn:cite:lofts:fhg.demophilus:
urn:lofts:fhg.theocritus_chius.theocriti_chiii_fragmenta.theochresti_lybica.liber_primus:1,urn:cite:lofts:fhg.theocritus_chius:1
urn:lofts:fhg.dino.dinonis_fragmenta.persica.prima_pars_de_rebus_assyriorum:1,urn:cite:lofts:fhg.dino:1
urn:lofts:fhg.dino.dinonis_fragmenta.persica.prima_pars_de_rebus_assyriorum:1.a,urn:cite:lofts:fhg.dino:1.a
urn:lofts:fhg.dino.dinonis_fragmenta.persica.prima_pars_de_rebus_assyriorum:2,urn:cite:lofts:fhg.dino:2
urn:lofts:fhg.dino.dinonis_fragmenta.persica.prima_pars_de_rebus_assyriorum:3,urn:cite:lofts:fhg.dino:3
urn:lofts:fhg.dino.dinonis_fragmenta.persica.altera_pars_de_rebus_medorum.e_libro_secundo:4,urn:cite:lofts:fhg.dino:4
urn:lofts:fhg.dino.dinonis_fragmenta.persica.altera_pars_de_rebus_medorum.e_libro_quinto:5,urn:cite:lofts:fhg.dino:5
urn:lofts:fhg.dino.dinonis_fragmenta.persica.altera_pars_de_rebus_medorum.e_libro_quinto:6,urn:cite:lofts:fhg.dino:6
urn:lofts:fhg.dino.dinonis_fragmenta.persica.altera_pars_de_rebus_medorum.e_libro_quinto:7,urn:cite:lofts:fhg.dino:7
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_primo:8,urn:cite:lofts:fhg.dino:8
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_primo:9,urn:cite:lofts:fhg.dino:9
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_primo:10,urn:cite:lofts:fhg.dino:10
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_primo:11,urn:cite:lofts:fhg.dino:11
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_primo:12,urn:cite:lofts:fhg.dino:12
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_primo:13,urn:cite:lofts:fhg.dino:13
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_tertio:14,urn:cite:lofts:fhg.dino:14
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_tertio:15,urn:cite:lofts:fhg.dino:15
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_tertio:16,urn:cite:lofts:fhg.dino:16
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_tertio:17,urn:cite:lofts:fhg.dino:17
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_tertio:18,urn:cite:lofts:fhg.dino:18
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_tertio:19,urn:cite:lofts:fhg.dino:19
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_tertio:20,urn:cite:lofts:fhg.dino:20
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_quarto:21,urn:cite:lofts:fhg.dino:21
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_quarto:22,urn:cite:lofts:fhg.dino:22
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_quarto:23,urn:cite:lofts:fhg.dino:23
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_quarto:24,urn:cite:lofts:fhg.dino:24
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_quarto:24,urn:cite:lofts:fhg.dino:24
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_quarto:25,urn:cite:lofts:fhg.dino:25
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_quarto:26,urn:cite:lofts:fhg.dino:26
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_quarto:27,urn:cite:lofts:fhg.dino:27
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_quarto:28,urn:cite:lofts:fhg.dino:28
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_quarto:29,urn:cite:lofts:fhg.dino:29
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_quarto:29,urn:cite:lofts:fhg.dino:29
urn:lofts:fhg.dino.dinonis_fragmenta.persica.tertia_pars_de_rebus_persarum.e_libro_quarto:30,urn:cite:lofts:fhg.dino:30
urn:lofts:fhg.heraclides_cumanus.heraclidis_cumani_fragmenta.persica.praeparatoria.e_libro_primo:1,urn:cite:lofts:fhg.heraclides_cumanus:1
urn:lofts:fhg.heraclides_cumanus.heraclidis_cumani_fragmenta.persica.praeparatoria.e_libro_secundo:2,urn:cite:lofts:fhg.heraclides_cumanus:2
urn:lofts:fhg.heraclides_cumanus.heraclidis_cumani_fragmenta.persica.praeparatoria.e_libro_secundo:3,urn:cite:lofts:fhg.heraclides_cumanus:3
urn:lofts:fhg.heraclides_cumanus.heraclidis_cumani_fragmenta.persica.praeparatoria.e_libro_secundo:4,urn:cite:lofts:fhg.heraclides_cumanus:4
urn:lofts:fhg.heraclides_cumanus.heraclidis_cumani_fragmenta.persica.praeparatoria.e_libro_secundo:5,urn:cite:lofts:fhg.heraclides_cumanus:5
urn:lofts:fhg.heraclides_cumanus.heraclidis_cumani_fragmenta.ex_historia_regum_persarum:6,urn:cite:lofts:fhg.heraclides_cumanus:6
urn:lofts:fhg.heraclides_cumanus.heraclidis_cumani_fragmenta.ex_historia_regum_persarum:7,urn:cite:lofts:fhg.heraclides_cumanus:7
urn:lofts:fhg.aristagoras_milesius.aristagorae_milesii_fragmenta.de_rebus_aegyptiorum.e_libro_primo:1,urn:cite:lofts:fhg.aristagoras_milesius:1
urn:lofts:fhg.aristagoras_milesius.aristagorae_milesii_fragmenta.de_rebus_aegyptiorum.e_libro_primo:2,urn:cite:lofts:fhg.aristagoras_milesius:2
urn:lofts:fhg.aristagoras_milesius.aristagorae_milesii_fragmenta.de_rebus_aegyptiorum.e_libro_secundo:3,urn:cite:lofts:fhg.aristagoras_milesius:3
urn:lofts:fhg.aristagoras_milesius.aristagorae_milesii_fragmenta.de_rebus_aegyptiorum.e_libris_incertis:4,urn:cite:lofts:fhg.aristagoras_milesius:4
urn:lofts:fhg.aristagoras_milesius.aristagorae_milesii_fragmenta.de_rebus_aegyptiorum.e_libris_incertis:5,urn:cite:lofts:fhg.aristagoras_milesius:5
urn:lofts:fhg.aristagoras_milesius.aristagorae_milesii_fragmenta.de_rebus_aegyptiorum.e_libris_incertis:6,urn:cite:lofts:fhg.aristagoras_milesius:6
urn:lofts:fhg.aristagoras_milesius.aristagorae_milesii_fragmenta.de_rebus_aegyptiorum.e_libris_incertis:7,urn:cite:lofts:fhg.aristagoras_milesius:7
urn:lofts:fhg.aristagoras_milesius.aristagorae_milesii_fragmenta.de_rebus_aegyptiorum.e_libris_incertis:8,urn:cite:lofts:fhg.aristagoras_milesius:8
urn:lofts:fhg.aristagoras_milesius.aristagorae_milesii_fragmenta.de_rebus_aegyptiorum.e_libris_incertis:9,urn:cite:lofts:fhg.aristagoras_milesius:9
urn:lofts:fhg.aristagoras_milesius.aristagorae_milesii_fragmenta.de_rebus_aegyptiorum.e_libris_incertis:10,urn:cite:lofts:fhg.aristagoras_milesius:10
urn:lofts:fhg.aristagoras_milesius.aristagorae_milesii_fragmenta.de_rebus_aegyptiorum.e_libris_incertis:11,urn:cite:lofts:fhg.aristagoras_milesius:11
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:1,urn:cite:lofts:fhg.aristoteles:1
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:2,urn:cite:lofts:fhg.aristoteles:2
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:3,urn:cite:lofts:fhg.aristoteles:3
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:4,urn:cite:lofts:fhg.aristoteles:4
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:5,urn:cite:lofts:fhg.aristoteles:5
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:6,urn:cite:lofts:fhg.aristoteles:6
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:7,urn:cite:lofts:fhg.aristoteles:7
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:8,urn:cite:lofts:fhg.aristoteles:8
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:9,urn:cite:lofts:fhg.aristoteles:9
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:10,urn:cite:lofts:fhg.aristoteles:10
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:11,urn:cite:lofts:fhg.aristoteles:11
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:11,urn:cite:lofts:fhg.aristoteles:11
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:11,urn:cite:lofts:fhg.aristoteles:11
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:11.a,urn:cite:lofts:fhg.aristoteles:11.a
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:12,urn:cite:lofts:fhg.aristoteles:12
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:13,urn:cite:lofts:fhg.aristoteles:13
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:14,urn:cite:lofts:fhg.aristoteles:14
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:15,urn:cite:lofts:fhg.aristoteles:15
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:16,urn:cite:lofts:fhg.aristoteles:16
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:17,urn:cite:lofts:fhg.aristoteles:17
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:18,urn:cite:lofts:fhg.aristoteles:18
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:18,urn:cite:lofts:fhg.aristoteles:18
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:18,urn:cite:lofts:fhg.aristoteles:18
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:19,urn:cite:lofts:fhg.aristoteles:19
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:19,urn:cite:lofts:fhg.aristoteles:19
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:20,urn:cite:lofts:fhg.aristoteles:20
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:21,urn:cite:lofts:fhg.aristoteles:21
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:22,urn:cite:lofts:fhg.aristoteles:22
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:22.a,urn:cite:lofts:fhg.aristoteles:22.a
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:23,urn:cite:lofts:fhg.aristoteles:23
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:24,urn:cite:lofts:fhg.aristoteles:24
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:25,urn:cite:lofts:fhg.aristoteles:25
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:26,urn:cite:lofts:fhg.aristoteles:26
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:27,urn:cite:lofts:fhg.aristoteles:27
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:27.a,urn:cite:lofts:fhg.aristoteles:27.a
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:27.a,urn:cite:lofts:fhg.aristoteles:27.a
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:27.a,urn:cite:lofts:fhg.aristoteles:27.a
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:27.b,urn:cite:lofts:fhg.aristoteles:27.b
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:28,urn:cite:lofts:fhg.aristoteles:28
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:29,urn:cite:lofts:fhg.aristoteles:29
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:30,urn:cite:lofts:fhg.aristoteles:30
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:31,urn:cite:lofts:fhg.aristoteles:31
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:31,urn:cite:lofts:fhg.aristoteles:31
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:31,urn:cite:lofts:fhg.aristoteles:31
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:32,urn:cite:lofts:fhg.aristoteles:32
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:33,urn:cite:lofts:fhg.aristoteles:33
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:34,urn:cite:lofts:fhg.aristoteles:34
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:35,urn:cite:lofts:fhg.aristoteles:35
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:36,urn:cite:lofts:fhg.aristoteles:36
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:37,urn:cite:lofts:fhg.aristoteles:37
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:38,urn:cite:lofts:fhg.aristoteles:38
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:39,urn:cite:lofts:fhg.aristoteles:39
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:40,urn:cite:lofts:fhg.aristoteles:40
urn:lofts:fhg.aristoteles.aristotelis_fragmenta.de_rebus_publicis.atheniensium:40,urn:cite:lofts:fhg.aristoteles:40
